"","Pop_1","Pop_2","Pop_3"
"loc1530",0.4643,0.1429,0.2667
"loc1531",0,0.5,0.2
"loc1532",0.125,0.3571,0.2667
"loc1533",0.125,0.4286,0.2667
"loc1534",0.125,0.4286,0.2667
"loc1535",0.125,0.4286,0.2667
"loc1536",0.125,0.4286,0.2667
"loc1537",0.125,0.4286,0.2667
"loc1538",0.5179,0.3571,0.5333
"loc1539",0,0.381,0
"loc1540",0.125,0.1429,0
"loc1541",0,0,0.2
"loc1542",0.2321,0,0
"loc1543",0,0.2857,0
"loc1544",0.4821,0.4524,0.3889
"loc1545",0,0.2857,0
"loc1546",0.3929,0.1429,0.1889
"loc1547",0.125,0,0.1
"loc1548",0.4107,0.4524,0.2667
"loc1549",0.5179,0.4286,0.5222
"loc1550",0,0.1429,0.1889
"loc1551",0.2321,0,0
"loc1552",0.5179,0.5238,0.4667
"loc1553",0,0.3571,0.5111
"loc1554",0.5536,0.5476,0.4889
"loc1555",0.2321,0,0.1
"loc1556",0,0.3571,0
"loc1557",0,0.3571,0
"loc1558",0.125,0,0.3889
"loc1559",0.125,0.1429,0
"loc1560",0.4107,0.3571,0.4444
"loc1561",0.2321,0.3571,0.4
"loc1562",0.4107,0.4524,0.5222
"loc1563",0.125,0,0.2778
"loc1564",0.125,0.1429,0
"loc1565",0.2321,0,0
"loc1566",0.125,0.1429,0.1889
"loc1567",0,0.381,0
"loc1568",0.3214,0.2619,0.4778
"loc1569",0.2321,0.4524,0.2667
"loc1570",0.125,0,0.1
"loc1571",0.2321,0,0
"loc1572",0,0.2619,0
"loc1573",0.3929,0.4762,0.2667
"loc1574",0.5,0.5,0.2778
"loc1575",0.125,0.1429,0.1
"loc1576",0.125,0.2619,0.2778
"loc1577",0.4107,0.3571,0.4
"loc1578",0,0.1429,0.1
"loc1579",0.2321,0,0.1
"loc1580",0.4107,0.5476,0.4444
"loc1581",0.3214,0.1429,0.3333
"loc1582",0.125,0.3571,0.3444
"loc1583",0.125,0.4762,0.2667
"loc1584",0.3214,0.5,0.4444
"loc1585",0.3214,0.5238,0.5333
"loc1586",0.3393,0.5,0.4444
"loc1587",0.3929,0.4524,0.3444
"loc1588",0.4107,0.5476,0.4333
"loc1589",0.125,0,0.2778
"loc1590",0.3214,0,0.3333
"loc1591",0.125,0.2619,0.1
"loc1592",0,0.1429,0.1889
"loc1593",0,0,0.1889
"loc1594",0,0,0.1889
"loc1595",0.125,0.1429,0.1889
"loc1596",0.125,0.2619,0.1889
"loc1597",0.125,0.3571,0.1889
"loc1598",0.125,0.4524,0.1
"loc1599",0,0.1429,0.1889
"loc1600",0.125,0.5238,0.1889
"loc1601",0.2321,0.2619,0.1889
"loc1602",0.5,0.5,0.3889
"loc1603",0.125,0.5238,0.2667
"loc1604",0.125,0.4286,0.2667
"loc1605",0.125,0,0.1889
"loc1606",0.125,0,0.1889
"loc1607",0.4643,0,0
"loc1608",0.5,0.4286,0.2667
"loc1609",0.125,0.2619,0.4111
"loc1610",0,0.2619,0
"loc1611",0,0.2619,0.4
"loc1612",0.3214,0.2619,0.1889
"loc1613",0,0.2619,0
"loc1614",0,0,0.2667
"loc1615",0.5,0.2619,0.3889
"loc1616",0.2321,0,0.2778
"loc1617",0.3929,0.2619,0.4444
"loc1618",0.4821,0,0.3444
"loc1619",0.5,0.4762,0.3333
"loc1620",0.125,0.5,0.3333
"loc1621",0.5179,0.5238,0.5333
"loc1622",0.5179,0.2619,0.4444
"loc1623",0.4464,0.5476,0.2667
"loc1624",0,0.1429,0.1889
"loc1625",0.2321,0.4524,0.3333
"loc1626",0,0.5238,0.5222
"loc1627",0.5179,0,0.1
"loc1628",0.2321,0.2857,0.4333
"loc1629",0.4821,0,0
"loc1630",0.3929,0,0.3333
"loc1631",0.4821,0.2619,0.5222
"loc1632",0.3929,0,0.3889
"loc1633",0.3929,0,0.4444
"loc1634",0,0.5238,0.4667
"loc1635",0,0.1429,0.1
"loc1636",0,0,0.3333
"loc1637",0,0.3571,0.1889
"loc1638",0,0.3571,0
"loc1639",0,0.3571,0.1889
"loc1640",0.4286,0.5,0.5222
"loc1641",0.125,0.5238,0.2778
"loc1642",0.125,0.5238,0.2778
"loc1643",0.125,0.5238,0.2778
"loc1644",0.125,0.5238,0.2778
"loc1645",0.125,0.5238,0.2778
"loc1646",0.125,0.5238,0.2778
"loc1647",0.125,0.5238,0.2778
"loc1648",0.125,0,0.1
"loc1649",0.125,0.5238,0.2778
"loc1650",0.125,0.5238,0.2778
"loc1651",0.125,0.1429,0.1
"loc1652",0.2321,0.2619,0.5111
"loc1653",0.4464,0.4286,0.4444
"loc1654",0.125,0,0.1
"loc1655",0,0.2857,0
"loc1656",0.2321,0.1429,0.2667
"loc1657",0.4821,0.5,0.1
"loc1658",0.3214,0.4524,0
"loc1659",0.125,0.2619,0.2778
"loc1660",0.125,0.2619,0.2778
"loc1661",0.125,0,0.1889
"loc1662",0.125,0.2619,0.2778
"loc1663",0.125,0.2619,0.2778
"loc1664",0.125,0,0.2778
"loc1665",0.4821,0.2619,0.4556
"loc1666",0.125,0.1429,0.2778
"loc1667",0.125,0.1429,0.2778
"loc1668",0.5179,0.4524,0.3333
"loc1669",0,0.1429,0.1889
"loc1670",0.2321,0,0.1889
"loc1671",0.125,0,0.1889
"loc1672",0,0.2619,0.2667
"loc1673",0.4821,0.2619,0.4778
"loc1674",0.2321,0.1429,0.1
"loc1675",0.3393,0.2619,0.1889
"loc1676",0.125,0,0.1889
"loc1677",0.3929,0.4762,0.5111
"loc1678",0.125,0,0.1
"loc1679",0.2321,0.1429,0.4556
"loc1680",0,0.2619,0
"loc1681",0,0.4762,0.5111
"loc1682",0.3214,0.1429,0.4
"loc1683",0.5357,0.4762,0.5111
"loc1684",0.5179,0.4286,0.5111
"loc1685",0.3929,0,0
"loc1686",0.5179,0.381,0.2778
"loc1687",0,0.4286,0.5
"loc1688",0,0,0.4333
"loc1689",0.2321,0.3571,0.3444
"loc1690",0.2321,0.3571,0.3444
"loc1691",0,0.1429,0.1889
"loc1692",0.3929,0.2619,0
"loc1693",0.5179,0.4286,0.4444
"loc1694",0.5179,0.5238,0.5111
"loc1695",0.2321,0.1429,0.1889
"loc1696",0.2321,0.1429,0.2667
"loc1697",0.2321,0.1429,0.2667
"loc1698",0.125,0,0.1
"loc1699",0.5179,0.1429,0.5111
"loc1700",0.2321,0,0.1
"loc1701",0.125,0.2857,0.1
"loc1702",0,0.2619,0
"loc1703",0.125,0.2619,0.1
"loc1704",0.125,0.2619,0.1
"loc1705",0.125,0.2619,0.1
"loc1706",0.125,0,0.1889
"loc1707",0.2321,0.2857,0.3556
"loc1708",0.2321,0,0.1
"loc1709",0.2321,0.1429,0.1
"loc1710",0.5179,0.4286,0.4
"loc1711",0.2321,0.1429,0.1
"loc1712",0.5179,0.5238,0.4
"loc1713",0.125,0,0.1
"loc1714",0,0.1429,0.1889
"loc1715",0.125,0,0.1
"loc1716",0.3929,0.3571,0.1889
"loc1717",0.5179,0.4524,0.5333
"loc1718",0,0.2619,0.2
"loc1719",0.3214,0,0
"loc1720",0,0.4524,0.2667
"loc1721",0.3929,0.1429,0.2667
"loc1722",0.3929,0.1429,0.2667
"loc1723",0.3929,0.5238,0.3444
"loc1724",0.5179,0.1429,0
"loc1725",0.3214,0.5,0
"loc1726",0.3929,0.4524,0.2667
"loc1727",0.3214,0.5238,0.5222
"loc1728",0,0.2619,0
"loc1729",0,0.3571,0.1
"loc1730",0.125,0,0.1889
"loc1731",0,0,0.1889
"loc1732",0.125,0,0.1889
"loc1733",0,0,0.1889
"loc1734",0,0,0.1889
"loc1735",0,0,0.1889
"loc1736",0,0,0.1889
"loc1737",0,0,0.2667
"loc1738",0,0,0.1889
"loc1739",0.5,0.2619,0.5
"loc1740",0.5,0.2619,0.4
"loc1741",0,0.2619,0.3333
"loc1742",0,0.5714,0.4556
"loc1743",0.5179,0.5476,0.4444
"loc1744",0.2321,0,0.1
"loc1745",0,0.2619,0
"loc1746",0.2321,0,0
"loc1747",0,0,0.3556
"loc1748",0,0.1429,0.1
"loc1749",0.2321,0,0.1889
"loc1750",0.2321,0.2857,0.3556
"loc1751",0,0,0.2
"loc1752",0.3214,0.2619,0.5222
"loc1753",0.2321,0.1429,0.1889
"loc1754",0,0.1429,0.1
"loc1755",0,0,0.1889
"loc1756",0,0.4286,0.5
"loc1757",0,0.5238,0.5
"loc1758",0.4107,0.1429,0.3333
"loc1759",0,0.5,0.5
"loc1760",0.5179,0.4286,0.4444
"loc1761",0.4643,0.1429,0.3444
"loc1762",0.125,0.2619,0.1889
"loc1763",0.125,0.2619,0.1889
"loc1764",0.2321,0.1429,0.1889
"loc1765",0,0,0.1889
"loc1766",0.2321,0.1429,0
"loc1767",0.3214,0.3571,0.1889
"loc1768",0,0.2619,0.3333
"loc1769",0.3929,0.4286,0.5111
"loc1770",0.3214,0.4286,0.1
"loc1771",0.125,0,0.1
"loc1772",0.5,0.5238,0.5
"loc1773",0.4643,0.5238,0.4667
"loc1774",0.125,0.1429,0.1
"loc1775",0.125,0.1429,0.1
"loc1776",0.2321,0.2619,0.3333
"loc1777",0,0.1429,0.2667
"loc1778",0,0.1429,0.1
"loc1779",0.4286,0.5,0.5222
"loc1780",0.2321,0,0.1889
"loc1781",0.4286,0.5,0.4778
"loc1782",0,0.2619,0
"loc1783",0.4286,0.5,0.5222
"loc1784",0.5536,0.3571,0.2667
"loc1785",0,0.2857,0.2667
"loc1786",0,0,0.2667
"loc1787",0,0,0.2667
"loc1788",0.2321,0,0.3333
"loc1789",0.2321,0.1429,0.2
"loc1790",0.5,0.3571,0.5222
"loc1791",0.5179,0.4286,0.5333
"loc1792",0.2321,0.1429,0.4556
"loc1793",0,0,0.1889
"loc1794",0,0,0.2667
"loc1795",0.125,0.1429,0
"loc1796",0,0,0.1889
"loc1797",0.125,0.1429,0
"loc1798",0.2321,0.4286,0.4
"loc1799",0.125,0.1429,0
"loc1800",0.5,0.5238,0.3333
"loc1801",0.5357,0.4762,0.5111
"loc1802",0.5179,0.4286,0.4778
"loc1803",0.5357,0.4762,0.5111
"loc1804",0.125,0.1429,0
"loc1805",0.125,0,0.1889
"loc1806",0.3214,0.1429,0.2667
"loc1807",0.125,0.1429,0
"loc1808",0.125,0.3571,0.4444
"loc1809",0.5357,0.4286,0.2667
"loc1810",0.5179,0.5,0.2667
"loc1811",0.3214,0.2619,0.2667
"loc1812",0.125,0.1429,0
"loc1813",0.25,0.4286,0.2667
"loc1814",0.125,0.1429,0
"loc1815",0.25,0.4286,0.2667
"loc1816",0.4107,0,0
"loc1817",0.25,0.4286,0.2667
"loc1818",0.2321,0.1429,0.1889
"loc1819",0.125,0.4286,0.2667
"loc1820",0.125,0.4286,0.2667
"loc1821",0,0,0.1889
"loc1822",0,0,0.1889
"loc1823",0,0,0.1889
"loc1824",0.125,0.1429,0.1
"loc1825",0,0,0.1889
"loc1826",0,0,0.1889
"loc1827",0.5179,0.5238,0.5111
"loc1828",0.5179,0.5476,0.5333
"loc1829",0.5179,0.5476,0.5333
"loc1830",0.5179,0.5714,0.5333
"loc1831",0,0.1429,0.1889
"loc1832",0.3214,0.3571,0.3889
"loc1833",0.3214,0.3571,0.3889
"loc1834",0,0.3571,0.1
"loc1835",0,0.3571,0.1
"loc1836",0,0.1429,0.1
"loc1837",0,0.1429,0.1
"loc1838",0.4107,0.1429,0.1889
"loc1839",0.125,0,0.2667
"loc1840",0,0.1429,0.1
"loc1841",0.5179,0.2857,0.4667
"loc1842",0,0.2857,0.1
"loc1843",0,0.2857,0
"loc1844",0.125,0.4762,0.2778
"loc1845",0.5,0.5238,0.5111
"loc1846",0.2321,0.1429,0.1
"loc1847",0.125,0.1429,0.1889
"loc1848",0,0,0.1889
"loc1849",0.125,0.1429,0.1889
"loc1850",0.4464,0.1429,0.4667
"loc1851",0.125,0,0.1889
"loc1852",0,0.1429,0.1
"loc1853",0.125,0.1429,0.1
"loc1854",0.3214,0.1429,0.1889
"loc1855",0.2321,0.1429,0.1
"loc1856",0,0.1429,0.1
"loc1857",0.2321,0,0
"loc1858",0.2321,0,0
"loc1859",0.125,0,0.4
"loc1860",0.2321,0.3571,0.4889
"loc1861",0.4464,0.4286,0.2667
"loc1862",0,0,0.2
"loc1863",0.5,0.2619,0.5222
"loc1864",0,0.3571,0.1
"loc1865",0,0,0.1889
"loc1866",0.125,0.3571,0
"loc1867",0.3929,0.5,0.1889
"loc1868",0.2321,0.1429,0.2667
"loc1869",0,0,0.2667
"loc1870",0,0.1429,0.4778
"loc1871",0.2321,0.4524,0.5111
"loc1872",0.125,0.5,0.4444
"loc1873",0.2321,0.1429,0.3444
"loc1874",0.3929,0.5238,0.1889
"loc1875",0.125,0.1429,0
"loc1876",0.125,0.2857,0.1
"loc1877",0.2321,0.5238,0.4778
"loc1878",0.3929,0,0.2667
"loc1879",0,0,0.1889
"loc1880",0.2321,0.3571,0.4778
"loc1881",0.3214,0.2619,0.3333
"loc1882",0.2321,0.2619,0.1
"loc1883",0,0.3571,0.5
"loc1884",0,0.4762,0.5
"loc1885",0,0.3571,0
"loc1886",0.125,0.1429,0
"loc1887",0,0.381,0.1889
"loc1888",0.2321,0.2619,0.1889
"loc1889",0.125,0.381,0
"loc1890",0.125,0.381,0
"loc1891",0.125,0.381,0
"loc1892",0.125,0.381,0
"loc1893",0,0.2619,0.1
"loc1894",0.4464,0.1429,0.2667
"loc1895",0,0.381,0.2667
"loc1896",0,0.381,0.2667
"loc1897",0,0.381,0.2667
"loc1898",0.5,0,0.1
"loc1899",0.2321,0.381,0.2778
"loc1900",0.125,0.1429,0
"loc1901",0,0.381,0
"loc1902",0.5536,0.3571,0.5222
"loc1903",0.3214,0.3571,0.4889
"loc1904",0,0,0.1889
"loc1905",0.2321,0,0.1889
"loc1906",0.5,0.5238,0.4556
"loc1907",0.3214,0.3571,0.1889
"loc1908",0.5,0.5238,0.4444
"loc1909",0.2321,0.5,0.4778
"loc1910",0.5179,0.5,0.3889
"loc1911",0.3214,0,0.1
"loc1912",0,0,0.2778
"loc1913",0,0.4762,0.4111
"loc1914",0,0.2619,0.1889
"loc1915",0.5,0.5238,0.5333
"loc1916",0.2321,0.1429,0
"loc1917",0,0.381,0.2
"loc1918",0.4464,0.2619,0.5111
"loc1919",0.3393,0.1429,0.1
"loc1920",0.3393,0.2619,0.2
"loc1921",0.2321,0.2857,0.1
"loc1922",0.125,0.1429,0
"loc1923",0.25,0,0.2667
"loc1924",0.25,0.2619,0
"loc1925",0.4643,0.5,0.5111
"loc1926",0.125,0.3571,0.4
"loc1927",0.25,0.5238,0.5333
"loc1928",0.125,0,0.1
"loc1929",0.3393,0,0.1
"loc1930",0,0.2619,0.4
"loc1931",0.125,0.3571,0.1
"loc1932",0.125,0.4286,0.1889
"loc1933",0,0.381,0.1889
"loc1934",0,0.381,0.1889
"loc1935",0,0.381,0.1889
"loc1936",0,0.381,0.1889
"loc1937",0,0.381,0.1
"loc1938",0,0.4524,0.1
"loc1939",0.2321,0.1429,0
"loc1940",0,0.2619,0.1889
"loc1941",0.4643,0.5238,0.4
"loc1942",0,0.381,0
"loc1943",0.2321,0.2619,0
"loc1944",0.125,0.1429,0.2778
"loc1945",0.125,0.1429,0.1
"loc1946",0,0.2619,0.2778
"loc1947",0.3929,0.1429,0.3444
"loc1948",0.125,0.1429,0
"loc1949",0,0.1429,0.1
"loc1950",0,0.2619,0.1
"loc1951",0.125,0.2619,0.1
"loc1952",0.125,0.2619,0.1
"loc1953",0.125,0.2619,0.1
"loc1954",0.125,0.2619,0.1
"loc1955",0.125,0.2619,0.1
"loc1956",0.125,0.2619,0.1
"loc1957",0.125,0.2619,0.1
"loc1958",0.125,0.2619,0.1
"loc1959",0,0.4524,0.1
"loc1960",0.5,0.1429,0.4778
"loc1961",0.5179,0.2619,0
"loc1962",0.2321,0,0
"loc1963",0.125,0.1429,0
"loc1964",0.3214,0.5238,0.3333
"loc1965",0,0.1429,0.1
"loc1966",0.125,0.1429,0.2667
"loc1967",0.4107,0.1429,0.1
"loc1968",0.125,0.2619,0.2667
"loc1969",0,0.4286,0.5
"loc1970",0.5179,0.5238,0.3333
"loc1971",0.5,0.2619,0.5
"loc1972",0,0.1429,0.1
"loc1973",0,0.2619,0
"loc1974",0,0.1429,0.1
"loc1975",0,0.1429,0.2667
"loc1976",0.5179,0.1429,0.1889
"loc1977",0,0.3571,0.4
"loc1978",0.125,0.1429,0
"loc1979",0.2321,0.2619,0.3333
"loc1980",0.125,0,0.1
"loc1981",0.2321,0.4524,0
"loc1982",0,0.2619,0.3556
"loc1983",0.125,0.381,0.2778
"loc1984",0.3214,0,0
"loc1985",0.25,0.5238,0.4889
"loc1986",0.25,0.5238,0.4111
"loc1987",0.25,0.5238,0.4111
"loc1988",0.25,0.5238,0.4111
"loc1989",0.125,0,0.1
"loc1990",0.125,0,0.1
"loc1991",0.3214,0.381,0.1
"loc1992",0.125,0,0.1889
"loc1993",0,0.1429,0.5
"loc1994",0.2321,0.5238,0.2
"loc1995",0.4107,0.4524,0.1889
"loc1996",0,0,0.1889
"loc1997",0,0,0.2
"loc1998",0,0.1429,0.1
"loc1999",0.2321,0.1429,0
"loc2000",0.3929,0,0
"loc2001",0.4107,0.5,0.5
"loc2002",0.2321,0,0
"loc2003",0.125,0,0.1
"loc2004",0.125,0,0.1
"loc2005",0.125,0,0.1
"loc2006",0,0,0.1889
"loc2007",0.4107,0.2619,0.2667
"loc2008",0.4643,0.5,0.4444
"loc2009",0.2321,0.1429,0.1889
"loc2010",0,0,0.1889
"loc2011",0,0,0.1889
"loc2012",0,0,0.1889
"loc2013",0,0,0.1889
"loc2014",0,0,0.1889
"loc2015",0,0,0.1889
"loc2016",0,0,0.1889
"loc2017",0,0,0.1889
"loc2018",0,0,0.1889
"loc2019",0,0,0.1889
"loc2020",0.125,0.2619,0.3556
"loc2021",0.3393,0.4762,0.2778
"loc2022",0.3393,0,0
"loc2023",0.2321,0.1429,0.1889
"loc2024",0.3393,0.4286,0.5
"loc2025",0.125,0.1429,0.1
"loc2026",0.125,0.381,0.1
"loc2027",0.125,0,0.1
"loc2028",0.125,0,0.1
"loc2029",0.125,0.1429,0
"loc2030",0.125,0.1429,0.3889
"loc2031",0.2321,0.4286,0.3333
"loc2032",0,0,0.1889
"loc2033",0.125,0.2619,0.2667
"loc2034",0,0.2619,0
"loc2035",0.2321,0,0.1889
"loc2036",0.3214,0.5,0.3333
"loc2037",0.125,0,0.1
"loc2038",0.3214,0.3571,0.5
"loc2039",0.2321,0.2619,0.2667
"loc2040",0.2321,0,0.1
"loc2041",0.4643,0.5714,0.5111
"loc2042",0.3929,0.4762,0.4444
"loc2043",0.3214,0.5476,0.4778
"loc2044",0,0.3571,0.2667
"loc2045",0,0.2619,0.1889
"loc2046",0,0.381,0
"loc2047",0.5357,0.3571,0.5222
"loc2048",0,0.5476,0.1
"loc2049",0,0.5476,0.1
"loc2050",0.5357,0.2619,0.4111
"loc2051",0.125,0,0.1
"loc2052",0.125,0,0.4
"loc2053",0,0.2619,0
"loc2054",0.2321,0.5238,0.3333
"loc2055",0.3929,0.4762,0.3333
"loc2056",0.3929,0.4762,0.2667
"loc2057",0.3214,0.4762,0.2667
"loc2058",0.25,0.1429,0.1
"loc2059",0.3214,0.4762,0.2667
"loc2060",0.3214,0.4286,0.1889
"loc2061",0.4107,0.1429,0.1
"loc2062",0,0,0.1889
"loc2063",0.125,0.1429,0.1
"loc2064",0,0,0.2667
"loc2065",0.2321,0.1429,0.1
"loc2066",0,0.1429,0.1
"loc2067",0.3929,0.2619,0.1889
"loc2068",0,0.2857,0.3444
"loc2069",0.2321,0.381,0
"loc2070",0.125,0.4762,0.4778
"loc2071",0,0.1429,0.1
"loc2072",0,0.1429,0.1
"loc2073",0.2321,0,0.1889
"loc2074",0.2321,0,0.2667
"loc2075",0.2321,0,0.2667
"loc2076",0.125,0,0.4444
"loc2077",0.4107,0.381,0.2778
"loc2078",0.125,0,0.1889
"loc2079",0.5179,0.1429,0
"loc2080",0,0,0.2
"loc2081",0,0,0.3556
"loc2082",0.3214,0.2619,0.3333
"loc2083",0.5179,0.1429,0.2778
"loc2084",0.4107,0.4286,0.4778
"loc2085",0.2321,0.1429,0.2667
"loc2086",0,0.2619,0
"loc2087",0.4464,0.5,0.5222
"loc2088",0.5,0.5238,0.5
"loc2089",0.5,0.5238,0.5
"loc2090",0.4464,0.4524,0.5
"loc2091",0.4464,0.3571,0.2667
"loc2092",0,0.2619,0
"loc2093",0.5,0.5238,0.5
"loc2094",0,0.1429,0.2
"loc2095",0.5357,0,0
"loc2096",0.5179,0.5238,0.5333
"loc2097",0,0.5238,0.4889
"loc2098",0,0.5238,0.4889
"loc2099",0,0.5238,0.5111
"loc2100",0.5179,0,0
"loc2101",0.2321,0,0.1
"loc2102",0.4464,0.1429,0.3444
"loc2103",0.125,0,0.1
"loc2104",0.4107,0.1429,0.2778
"loc2105",0.2321,0.381,0.3889
"loc2106",0.3929,0.3571,0.4
"loc2107",0.3929,0.1429,0.2778
"loc2108",0.125,0.1429,0.4
"loc2109",0.125,0.1429,0.4
"loc2110",0.125,0.1429,0.4
"loc2111",0.125,0.1429,0.4
"loc2112",0,0.4524,0.4
"loc2113",0.5,0.5,0.2667
"loc2114",0,0,0.2778
"loc2115",0.2321,0.2619,0.3444
"loc2116",0.125,0.1429,0.2
"loc2117",0.25,0.2857,0.3556
"loc2118",0,0,0.3556
"loc2119",0.2321,0.5476,0.4
"loc2120",0.2321,0.5476,0.2778
"loc2121",0.5,0.5,0.5
"loc2122",0.3214,0.3571,0.1889
"loc2123",0.5,0.5,0.5333
"loc2124",0.125,0.1429,0
"loc2125",0.2321,0,0.2
"loc2126",0.3214,0.2619,0.1
"loc2127",0.3214,0.4286,0.2778
"loc2128",0.2321,0,0
"loc2129",0,0.2619,0.1
"loc2130",0,0,0.1889
"loc2131",0.2321,0.1429,0.1
"loc2132",0.125,0.3571,0.4
"loc2133",0,0.2619,0.2
"loc2134",0.5179,0.4524,0.5222
"loc2135",0.125,0.1429,0
"loc2136",0.4643,0.5476,0.4333
"loc2137",0.3214,0.5238,0.2778
"loc2138",0.2321,0.4524,0.1
"loc2139",0.4643,0.5238,0.1889
"loc2140",0.2321,0.4762,0.1889
"loc2141",0,0,0.1889
"loc2142",0.5179,0.5,0.4333
"loc2143",0,0,0.1889
"loc2144",0.2321,0.4762,0.1
"loc2145",0.5179,0.4524,0.1889
"loc2146",0.5179,0.5238,0.4444
"loc2147",0.3214,0.5238,0.3444
"loc2148",0,0.5,0.1889
"loc2149",0,0.1429,0.1889
"loc2150",0.4643,0.4286,0.3444
"loc2151",0.2321,0,0
"loc2152",0.2321,0,0
"loc2153",0,0.2619,0
"loc2154",0.2321,0,0.2
"loc2155",0.2321,0,0.1
"loc2156",0.2321,0.5476,0.4444
"loc2157",0.125,0,0.1
"loc2158",0.2321,0,0.1889
"loc2159",0.3214,0.5,0.5222
"loc2160",0.2321,0,0
"loc2161",0.125,0.1429,0
"loc2162",0.125,0,0.1
"loc2163",0.3929,0.3571,0.3889
"loc2164",0.3214,0.5,0.3444
"loc2165",0.3214,0.5,0.1889
"loc2166",0.4286,0,0.2
"loc2167",0,0.2857,0
"loc2168",0.4286,0.2857,0
"loc2169",0.5,0.381,0.5333
"loc2170",0.2321,0.1429,0.1
"loc2171",0.3214,0,0
"loc2172",0.5179,0.5476,0.4444
"loc2173",0.125,0,0.1
"loc2174",0.2321,0.381,0.2667
"loc2175",0.125,0.5238,0
"loc2176",0,0.2619,0
"loc2177",0,0.2857,0.1889
"loc2178",0.3393,0,0
"loc2179",0.125,0.2619,0.3333
"loc2180",0,0,0.2
"loc2181",0.3214,0,0.4556
"loc2182",0.4821,0.5476,0.5333
"loc2183",0.4107,0.1429,0.2778
"loc2184",0.4107,0.1429,0.1889
"loc2185",0.3929,0.5476,0.3889
"loc2186",0.4464,0.1429,0.3333
"loc2187",0.5,0.5,0.4667
"loc2188",0.5,0.5,0.4667
"loc2189",0.125,0.1429,0.3444
"loc2190",0.4821,0.4762,0.3333
"loc2191",0.125,0.1429,0.1889
"loc2192",0.2321,0.5476,0.1889
"loc2193",0,0,0.2
"loc2194",0.125,0,0.1
"loc2195",0.125,0,0.1
"loc2196",0,0,0.1889
"loc2197",0,0.2619,0
"loc2198",0.125,0.1429,0.2667
"loc2199",0.3214,0.3571,0.4444
"loc2200",0.5,0.2619,0.5111
"loc2201",0.2321,0,0.2
"loc2202",0,0.4286,0.1
"loc2203",0,0.3571,0
"loc2204",0.2321,0.1429,0.1889
"loc2205",0.4643,0.4524,0.4667
"loc2206",0.2321,0.4524,0.4444
"loc2207",0.125,0.1429,0.5111
"loc2208",0.125,0,0.2667
"loc2209",0,0.381,0
"loc2210",0.4821,0.3571,0.1889
"loc2211",0.3929,0.3571,0.1
"loc2212",0.125,0,0.1
"loc2213",0.125,0,0.1
"loc2214",0,0.1429,0.2
"loc2215",0,0,0.2667
"loc2216",0.125,0.1429,0.4556
"loc2217",0.125,0.1429,0.4556
"loc2218",0.3214,0.2619,0.4444
"loc2219",0.125,0.2619,0.4111
"loc2220",0.125,0.1429,0.3444
"loc2221",0.125,0.5238,0.4778
"loc2222",0.125,0.2619,0.4556
"loc2223",0.125,0,0.1
"loc2224",0,0.2619,0.1
"loc2225",0,0.2619,0.1
"loc2226",0.125,0.2619,0.4556
"loc2227",0,0.3571,0.1889
"loc2228",0.125,0.2619,0.4556
"loc2229",0,0,0.2667
"loc2230",0.125,0.4762,0.5222
"loc2231",0.125,0.2619,0.4556
"loc2232",0,0,0.1889
"loc2233",0.125,0.2619,0.1
"loc2234",0.4821,0.4286,0.4444
"loc2235",0,0.2619,0.1
"loc2236",0.4643,0.5,0.5
"loc2237",0.4643,0.4524,0.5
"loc2238",0.2321,0.1429,0.1889
"loc2239",0.125,0.1429,0
"loc2240",0.2321,0.1429,0.1
"loc2241",0,0.4524,0.1
"loc2242",0.125,0,0.2778
"loc2243",0,0.1429,0.1
"loc2244",0.5179,0.5476,0.2778
"loc2245",0.3929,0.5476,0.5
"loc2246",0.2321,0.2619,0
"loc2247",0.125,0.1429,0.1
"loc2248",0.4821,0.5,0.5333
"loc2249",0.5357,0.3571,0.4
"loc2250",0,0,0.2778
"loc2251",0.125,0.4524,0.4556
"loc2252",0.2321,0.5238,0.1889
"loc2253",0.2321,0.4762,0.2667
"loc2254",0.5,0.5,0.5111
"loc2255",0.4464,0.4762,0.3333
"loc2256",0.5179,0.5,0.3444
"loc2257",0.5357,0.4286,0.3444
"loc2258",0.125,0.381,0.1
"loc2259",0.3214,0.1429,0.1889
"loc2260",0,0.381,0.1889
"loc2261",0.25,0.2857,0.1889
"loc2262",0.2321,0,0
"loc2263",0,0.2619,0.1
"loc2264",0.125,0.1429,0.1
"loc2265",0,0.381,0
"loc2266",0.5,0.2619,0.3333
"loc2267",0.125,0.2619,0.1
"loc2268",0.2321,0,0
"loc2269",0.2321,0,0
"loc2270",0.3393,0,0.2778
"loc2271",0.25,0.1429,0
"loc2272",0.3214,0.381,0.3889
"loc2273",0.2321,0,0.2667
"loc2274",0.125,0.381,0
"loc2275",0.125,0.1429,0.4778
"loc2276",0.3214,0.4524,0.5222
"loc2277",0.2321,0.4524,0.5222
"loc2278",0.3214,0.4524,0.5222
"loc2279",0.2321,0,0
"loc2280",0.125,0,0.1
"loc2281",0.125,0,0.1889
"loc2282",0.5,0.5,0.5
"loc2283",0.4464,0.3571,0.2667
"loc2284",0.125,0,0.1889
"loc2285",0.2321,0.1429,0.1
"loc2286",0.3929,0.3571,0.1889
"loc2287",0.3929,0.1429,0.1889
"loc2288",0.125,0.5476,0.5444
"loc2289",0.2321,0.4762,0.3333
