"","Pop_1","Pop_2","Pop_3"
"loc3809",0.3214,0.5476,0.4444
"loc3810",0,0,0.1889
"loc3811",0.125,0,0.1
"loc3812",0.4107,0,0.2
"loc3813",0.125,0.1429,0
"loc3814",0.3214,0.5238,0.4556
"loc3815",0,0,0.1889
"loc3816",0.125,0.2619,0.3333
"loc3817",0,0,0.4
"loc3818",0.5179,0.381,0.4444
"loc3819",0.4821,0.1429,0.1
"loc3820",0.4821,0.1429,0.1
"loc3821",0.125,0.2619,0
"loc3822",0.3929,0,0.1889
"loc3823",0.3929,0,0.1889
"loc3824",0,0,0.2778
"loc3825",0,0,0.1889
"loc3826",0,0,0.1889
"loc3827",0,0,0.1889
"loc3828",0,0,0.1889
"loc3829",0,0,0.1889
"loc3830",0,0,0.1889
"loc3831",0,0,0.1889
"loc3832",0,0,0.1889
"loc3833",0,0,0.2667
"loc3834",0,0.1429,0.1
"loc3835",0,0,0.2
"loc3836",0.125,0.2619,0.4444
"loc3837",0,0.2619,0.2667
"loc3838",0,0,0.2667
"loc3839",0.125,0,0.2667
"loc3840",0.4643,0,0
"loc3841",0.2321,0,0
"loc3842",0.125,0.5238,0.3444
"loc3843",0.3214,0.1429,0.3333
"loc3844",0.2321,0.1429,0.3333
"loc3845",0.2321,0.2619,0.2667
"loc3846",0.25,0,0
"loc3847",0,0,0.1889
"loc3848",0,0,0.1889
"loc3849",0,0,0.1889
"loc3850",0.125,0,0.1
"loc3851",0,0.2619,0
"loc3852",0,0.2619,0.3333
"loc3853",0.125,0.4524,0.2667
"loc3854",0.2321,0,0
"loc3855",0.4821,0.4524,0.3333
"loc3856",0.5179,0.4524,0.4
"loc3857",0,0.1429,0.1889
"loc3858",0.3929,0.5714,0.5
"loc3859",0.125,0,0.2667
"loc3860",0.4643,0.5,0.4333
"loc3861",0.125,0,0.1
"loc3862",0.5,0.5,0.5
"loc3863",0,0.2619,0.1
"loc3864",0.125,0,0.1
"loc3865",0.125,0,0.1889
"loc3866",0.2321,0.1429,0.1
"loc3867",0.125,0.1429,0.1
"loc3868",0.125,0.2619,0.1889
"loc3869",0,0,0.2
"loc3870",0,0.4762,0.2778
"loc3871",0.25,0.2857,0
"loc3872",0,0,0.3556
"loc3873",0,0,0.2
"loc3874",0,0.1429,0.2
"loc3875",0.25,0.4762,0.3556
"loc3876",0,0,0.2778
"loc3877",0,0,0.2
"loc3878",0,0.4762,0.2778
"loc3879",0,0.2857,0
"loc3880",0,0,0.2
"loc3881",0,0,0.2
"loc3882",0,0.4762,0.2778
"loc3883",0.25,0,0
"loc3884",0,0,0.2
"loc3885",0.4286,0.5714,0.5444
"loc3886",0,0.1429,0.3333
"loc3887",0,0.2619,0.1889
"loc3888",0.125,0.1429,0.1
"loc3889",0.5357,0.1429,0.4444
"loc3890",0,0,0.1889
"loc3891",0.125,0.1429,0.4
"loc3892",0.3929,0.5476,0.5333
"loc3893",0,0,0.1889
"loc3894",0.2321,0.5,0.5
"loc3895",0.2321,0,0.1
"loc3896",0.3214,0.4524,0.4
"loc3897",0.125,0.1429,0
"loc3898",0,0.1429,0.1889
"loc3899",0.125,0.3571,0.1
"loc3900",0.3929,0.3571,0.2667
"loc3901",0.3214,0.1429,0.3889
"loc3902",0.5536,0.5476,0.4889
"loc3903",0.2321,0.1429,0.1
"loc3904",0.125,0.5,0.4444
"loc3905",0,0,0.1889
"loc3906",0,0,0.1889
"loc3907",0.3929,0.5238,0.4667
"loc3908",0.3214,0,0.3444
"loc3909",0,0,0.1889
"loc3910",0.125,0.1429,0.1889
"loc3911",0.3929,0.2619,0.3333
"loc3912",0.5,0.5476,0.5111
"loc3913",0,0.2619,0.1889
"loc3914",0.5179,0.5,0.5222
"loc3915",0.2321,0.4524,0.2667
"loc3916",0.5357,0.2619,0.3333
"loc3917",0.2321,0.3571,0.3333
"loc3918",0.4821,0.5238,0.5333
"loc3919",0,0.4762,0.2778
"loc3920",0,0.4762,0.2778
"loc3921",0,0.2857,0
"loc3922",0.25,0,0
"loc3923",0.4286,0.1429,0
"loc3924",0,0.2857,0
"loc3925",0,0,0.2
"loc3926",0,0,0.2
"loc3927",0,0,0.2
"loc3928",0,0,0.2778
"loc3929",0.25,0.1429,0.2
"loc3930",0,0.4762,0
"loc3931",0,0.4762,0.2778
"loc3932",0.4286,0.2857,0
"loc3933",0.125,0.2619,0.2667
"loc3934",0,0.2619,0.1
"loc3935",0.125,0,0.1889
"loc3936",0.2321,0.1429,0
"loc3937",0.2321,0.1429,0.1
"loc3938",0.5357,0.5,0.4444
"loc3939",0.125,0.1429,0.1889
"loc3940",0.3393,0.2619,0.4
"loc3941",0.125,0,0.1
"loc3942",0.125,0.2619,0
"loc3943",0.25,0.2619,0.1889
"loc3944",0.125,0.3571,0.4
"loc3945",0.3929,0.1429,0.2667
"loc3946",0.125,0,0.1889
"loc3947",0.125,0,0.1889
"loc3948",0.125,0,0.1889
"loc3949",0.125,0,0.1889
"loc3950",0.125,0,0.1889
"loc3951",0,0,0.1889
"loc3952",0,0,0.1889
"loc3953",0,0,0.1889
"loc3954",0,0,0.1889
"loc3955",0,0,0.1889
"loc3956",0,0,0.1889
"loc3957",0,0,0.1889
"loc3958",0.3214,0,0.4111
"loc3959",0,0.1429,0.1
"loc3960",0.125,0.3571,0.1
"loc3961",0,0.2619,0
"loc3962",0.3929,0.3571,0.4444
"loc3963",0,0,0.2
"loc3964",0.25,0.4762,0.3556
"loc3965",0,0.1429,0.2
"loc3966",0,0.4762,0.2778
"loc3967",0.25,0,0.2
"loc3968",0,0.2857,0
"loc3969",0,0,0.2
"loc3970",0,0.2857,0
"loc3971",0.5357,0.381,0.2
"loc3972",0.3214,0.4762,0.3889
"loc3973",0.2321,0,0
"loc3974",0,0.1429,0.1
"loc3975",0.2321,0,0.2778
"loc3976",0.125,0,0.1
"loc3977",0.4464,0.2619,0.4444
"loc3978",0.4286,0,0
"loc3979",0,0.2857,0
"loc3980",0.25,0,0.2778
"loc3981",0.3214,0,0.1889
"loc3982",0,0,0.2778
"loc3983",0,0.1429,0.1
"loc3984",0.125,0.2619,0.3333
"loc3985",0.4464,0.5238,0.1
"loc3986",0.3214,0.4286,0.4
"loc3987",0.125,0.3571,0.1889
"loc3988",0,0,0.1889
"loc3989",0.4464,0.4286,0.5111
"loc3990",0,0,0.2
"loc3991",0,0.4762,0
"loc3992",0,0,0.2
"loc3993",0,0,0.2
"loc3994",0.125,0,0.1889
"loc3995",0,0,0.1889
"loc3996",0,0.2619,0.1
"loc3997",0,0.381,0.1889
"loc3998",0,0.381,0.1889
"loc3999",0,0.4524,0.1889
"loc4000",0,0.381,0.1
"loc4001",0,0.2619,0
"loc4002",0,0.3571,0.3333
"loc4003",0,0.1429,0.2667
"loc4004",0.3929,0.5714,0.4667
"loc4005",0.5179,0.5476,0.4778
"loc4006",0,0.1429,0.1889
"loc4007",0,0.1429,0.1889
"loc4008",0,0.1429,0.1889
"loc4009",0.3929,0.1429,0.4333
"loc4010",0,0,0.1889
"loc4011",0.125,0.1429,0.1
"loc4012",0.125,0,0.2667
"loc4013",0.5,0,0
"loc4014",0,0.1429,0.1
"loc4015",0.3393,0,0
"loc4016",0,0.2619,0.1
"loc4017",0.5179,0.5476,0.4444
"loc4018",0.2321,0,0
"loc4019",0.3929,0,0
"loc4020",0.3929,0,0
"loc4021",0.2321,0.5,0.2667
"loc4022",0,0.2619,0.2667
"loc4023",0.2321,0,0.1
"loc4024",0.2321,0,0.2778
"loc4025",0.2321,0,0
"loc4026",0.5,0.381,0.5
"loc4027",0,0.4524,0.1
"loc4028",0,0.2619,0.1
"loc4029",0,0.3571,0
"loc4030",0.3214,0.2619,0.1889
"loc4031",0,0,0.2667
"loc4032",0.4464,0.1429,0
"loc4033",0.2321,0,0.5
"loc4034",0.125,0,0.2667
"loc4035",0.125,0,0.1
"loc4036",0.3214,0.2619,0.1
"loc4037",0,0,0.2667
"loc4038",0.3929,0.5238,0.4111
"loc4039",0.3929,0.5238,0.4111
"loc4040",0.3214,0.5238,0.4111
"loc4041",0,0.2619,0.2
"loc4042",0.3929,0.4524,0.1
"loc4043",0.125,0.2619,0.4
"loc4044",0.2321,0,0.1
"loc4045",0,0.2619,0
"loc4046",0.2321,0,0
"loc4047",0,0.2619,0.4556
"loc4048",0.2321,0.4286,0.4111
"loc4049",0.2321,0.2619,0.4
"loc4050",0,0,0.1889
"loc4051",0.125,0.1429,0
"loc4052",0.125,0,0.1
"loc4053",0.125,0,0.1
"loc4054",0.3214,0,0.1
"loc4055",0,0.381,0
"loc4056",0.3214,0.5714,0.2667
"loc4057",0,0.2619,0
"loc4058",0.3214,0.2619,0.4
"loc4059",0,0.1429,0.4444
"loc4060",0,0,0.1889
"loc4061",0.125,0.4762,0.5
"loc4062",0,0,0.3556
"loc4063",0.4107,0,0
"loc4064",0,0,0.1889
"loc4065",0.5,0.4286,0.5222
"loc4066",0,0.2619,0
"loc4067",0.2321,0,0
"loc4068",0.2321,0.2619,0.1889
"loc4069",0.4107,0,0
"loc4070",0,0.1429,0.3333
"loc4071",0.2321,0.3571,0.1889
"loc4072",0.2321,0.3571,0.1889
"loc4073",0.2321,0.1429,0.2667
"loc4074",0.125,0.1429,0.2667
"loc4075",0.125,0,0.1
"loc4076",0.125,0,0.1
"loc4077",0.2321,0.2619,0.2778
"loc4078",0,0.4762,0.4444
"loc4079",0,0,0.4778
"loc4080",0.5179,0.4762,0.1
"loc4081",0,0.2619,0
"loc4082",0.125,0.2619,0.3333
"loc4083",0,0,0.2
"loc4084",0,0.3571,0.1889
"loc4085",0,0.3571,0.1889
"loc4086",0,0.2619,0.1889
"loc4087",0,0.1429,0.2778
"loc4088",0,0.1429,0.2778
"loc4089",0.4107,0.4524,0.4444
"loc4090",0.5179,0.4762,0.5222
"loc4091",0.4107,0.4524,0.5111
"loc4092",0.2321,0.4524,0.4778
"loc4093",0.2321,0.3571,0.1889
"loc4094",0.5357,0.5476,0.5333
"loc4095",0.3214,0,0
"loc4096",0,0,0.2667
"loc4097",0.3393,0.3571,0.3333
"loc4098",0.2321,0.2857,0.2667
"loc4099",0.125,0.2619,0.1
"loc4100",0,0,0.1889
"loc4101",0,0,0.3889
"loc4102",0,0.4286,0.3889
"loc4103",0.3929,0,0.4667
"loc4104",0.2321,0,0
"loc4105",0.25,0.2857,0.3333
"loc4106",0.5,0.5238,0.4778
"loc4107",0,0.2619,0.1889
"loc4108",0,0.2619,0.2667
"loc4109",0,0.3571,0.1
"loc4110",0,0.2619,0
"loc4111",0,0,0.2667
"loc4112",0.4464,0.4762,0.5
"loc4113",0,0.1429,0.1
"loc4114",0.125,0.1429,0.1
"loc4115",0.125,0,0.1889
"loc4116",0.125,0,0.1889
"loc4117",0.2321,0,0
"loc4118",0.3214,0.381,0.5111
"loc4119",0.2321,0,0.4444
"loc4120",0.125,0.2619,0.1889
"loc4121",0.2321,0,0.1
"loc4122",0.25,0,0.1
"loc4123",0.125,0,0.3333
"loc4124",0,0.2619,0.4
"loc4125",0.4464,0.2857,0.2667
"loc4126",0,0,0.4
"loc4127",0.4107,0,0.1
"loc4128",0.4821,0,0.1889
"loc4129",0,0.1429,0.1
"loc4130",0,0.1429,0.1
"loc4131",0.125,0.1429,0
"loc4132",0,0.1429,0.1889
"loc4133",0.5,0,0.5222
"loc4134",0,0,0.2
"loc4135",0,0,0.2
"loc4136",0,0,0.2
"loc4137",0.4464,0.5476,0.4778
"loc4138",0.3393,0,0
"loc4139",0.5536,0.5476,0.3889
"loc4140",0.125,0.2619,0
"loc4141",0.4643,0.1429,0.4667
"loc4142",0.4107,0.1429,0.1889
"loc4143",0.4464,0.3571,0.3333
"loc4144",0.125,0.1429,0
"loc4145",0.3214,0.1429,0.1889
"loc4146",0,0.1429,0.1
"loc4147",0.5179,0.5238,0.5333
"loc4148",0.5,0.4524,0.5222
"loc4149",0.125,0.1429,0
"loc4150",0.125,0.1429,0.1
"loc4151",0,0,0.2667
"loc4152",0.125,0,0.1
"loc4153",0,0,0.1889
"loc4154",0.3214,0.1429,0
"loc4155",0.2321,0.3571,0.3444
"loc4156",0.2321,0,0
"loc4157",0.125,0,0.1
"loc4158",0,0,0.2
"loc4159",0.2321,0,0
"loc4160",0,0.1429,0.1
"loc4161",0.2321,0,0
"loc4162",0.4643,0.1429,0.4111
"loc4163",0,0.1429,0.1
"loc4164",0,0.1429,0.1
"loc4165",0,0.1429,0.1
"loc4166",0,0.1429,0.1
"loc4167",0,0.1429,0.1889
"loc4168",0.3214,0.2619,0.1
"loc4169",0.2321,0.1429,0.1889
"loc4170",0.125,0.381,0.1
"loc4171",0.2321,0,0
"loc4172",0.125,0.381,0.1
"loc4173",0.3214,0,0
"loc4174",0.4107,0.1429,0.3444
"loc4175",0.2321,0.2619,0.1889
"loc4176",0,0.1429,0.2667
"loc4177",0,0.1429,0.1889
"loc4178",0.125,0.2619,0.1889
"loc4179",0.2321,0.3571,0.3333
"loc4180",0,0.1429,0.1889
"loc4181",0.5,0,0.3889
"loc4182",0.2321,0,0
"loc4183",0,0.1429,0.1
"loc4184",0.3929,0.1429,0.2778
"loc4185",0.3929,0.1429,0.2778
"loc4186",0.3214,0.4524,0.4667
"loc4187",0.3929,0,0.1889
"loc4188",0.3929,0.5,0.3889
"loc4189",0.3929,0.5,0.3889
"loc4190",0.5357,0.2619,0.4333
"loc4191",0.3929,0,0.3889
"loc4192",0.4821,0,0.4444
"loc4193",0,0.3571,0.1
"loc4194",0,0.2619,0
"loc4195",0,0.2619,0
"loc4196",0.5,0.4524,0.4778
"loc4197",0,0.2619,0.1
"loc4198",0,0,0.1889
"loc4199",0,0,0.1889
"loc4200",0,0,0.1889
"loc4201",0,0,0.1889
"loc4202",0.5179,0.5714,0.4667
"loc4203",0,0.1429,0.1889
"loc4204",0,0.3571,0.3333
"loc4205",0.125,0,0.1
"loc4206",0,0.1429,0.1
"loc4207",0,0.1429,0.1
"loc4208",0,0.1429,0.1
"loc4209",0.3393,0.4762,0.5222
"loc4210",0,0.1429,0.1
"loc4211",0.4643,0.3571,0.5333
"loc4212",0,0,0.2
